seq_num,anc_cnty,anc_par,par_flag,wheat,barley,oats,b_and_o,potatoes,peas,beans,p_and_b,turnips,rape,t_or_r,rye,oth_crop,other,oth_crop_2,other_2,notes
1467,HEREFORDSHIRE,GRENDON BISHOP,,153,17,117,,8.5,42,7,,,,16,,,,,,
1468,HEREFORDSHIRE,HAMPTON BISHOP,,281,89,9,,14,103,40,,22,,,5,,,,,
1469,HEREFORDSHIRE,HAREWOOD,,34,42,3,,1.5,13,3,,,,38,,,,,,
1470,HEREFORDSHIRE,HATFIELD,,120,10,122,,6,30,2,,,,10,,,,,,
1471,HEREFORDSHIRE,HEREFORD ALL SAINTS,,16,4,,,,9,2,,,,,,,,,,
1472,HEREFORDSHIRE,HEREFORD ST MARTIN,,367.5,183,10,,9,114.75,64,,34.75,,,4,,,,,
1473,HEREFORDSHIRE,HOLMER,,284,95,20,,9,111,51,,,,14,7,,,,,
1474,HEREFORDSHIRE,HOPE MANSELL,,100,120,,,6,15,,,,,12,,,,,,
1475,HEREFORDSHIRE,HOPE UNDER DINMORE,,240,26,120,,40,80,20,,20,,,10,,,,,
1476,HEREFORDSHIRE,HOW CAPLE,,151,134,2.5,,36,,,,,,37.5,,,,,,
1477,HEREFORDSHIRE,HUNTINGTON (TOWNSHIP),,70,40,,,,40,,,,,18,6,,,,,
1478,HEREFORDSHIRE,HUNTINGTON (PARISH),,136,117.75,136,,14.25,30.75,,,,,27,,,,,,
1479,HEREFORDSHIRE,KENCHESTER,,104,37,,,2.5,37,,,,,21,6,,,,,
1480,HEREFORDSHIRE,KENTCHURCH,,400,54.5,131,,4,70.5,1.5,,,,15.5,,,,,,
1481,HEREFORDSHIRE,KILPECK,,152,35,91,,1,60,1,,,,24,,,,,,
1482,HEREFORDSHIRE,KIMBOLTON,,469,66,209,,,143,9,,27,,,,,,,,
1483,HEREFORDSHIRE,KINGS CAPLE,,265,282,7,,12,48,1,,84,,,,,,,,
1484,HEREFORDSHIRE,KINGS PYON,,350,80,50,,15,121,8,,,,59,20,,,,,
1485,HEREFORDSHIRE,KNILL,,34,26,1,,4.5,35,,,,,,,,,,,
1486,HEREFORDSHIRE,LAYSTERS,,276,14,161,,13,73,6,,,,23,,,,,,
1487,HEREFORDSHIRE,LEA,,98,106,2.5,,9,18.5,2.5,,,,21,,,,,,
1488,HEREFORDSHIRE,LEINTHALL STARKES,,160,80,70,,15,75,20,,,,20,,,,,,
1489,HEREFORDSHIRE,LEINTWARDINE,,596,415.25,220.5,,37.5,224.5,14.75,,,,277.25,,,,,,
1490,HEREFORDSHIRE,LINGEN,,106,71,88,,16,31,,,,,15,6,,,,,
1491,HEREFORDSHIRE,LINTON,,370,352,20,,40,80,41,,,,30,6,,,,,
1492,HEREFORDSHIRE,LITTLE BIRCH,,154.75,187.25,42.75,,17,68,,,,,20.5,,,,,,
1493,HEREFORDSHIRE,LITTLE COWARNE,,73,4,25,,4,37,5,,,,6,,,,,,
1494,HEREFORDSHIRE,LITTLE DEWCHURCH,,271,205.25,57,,12.75,93.5,2,,,,30.25,,,,,,
1495,HEREFORDSHIRE,LLANDINABO,,45,52,8,,2,10,,,,,28,,,,,,
1496,HEREFORDSHIRE,LLANGARRON,,787,694,37,,12,170,,,,,134,,,,,,
1497,HEREFORDSHIRE,LLANROTHAL,,185,98,34,,3.5,47,14,,,,16,,VETCHES,7.5,,,
1498,HEREFORDSHIRE,LLANWARNE,,271,256,19,,7.5,38,5,,,,73,,,,,,
1499,HEREFORDSHIRE,LUGWARDINE,,197,40,4,,5,60,70,,,,20,6,VETCHES,20,,,
1500,HEREFORDSHIRE,LYONSHALL,,511,226,100,,20,80,,,,,12,,,,,,
1501,HEREFORDSHIRE,MADLEY,,776,322,40,,26,265,,,,,137,40,,,,,
1502,HEREFORDSHIRE,MANSELL GAMAGE,,102,40,23,,2,49,,,,,13,4,,,,,
1503,HEREFORDSHIRE,MANSELL LACY,,172.25,52.25,4.75,,5.75,98.75,7,,,,21,5,,,,,
1504,HEREFORDSHIRE,MARSTOW,,162,140,,,30,70,,,,,80,,,,,,
1505,HEREFORDSHIRE,MICHAEL CHURCH,,88,61.5,98,,8,12,,,,,10,,,,,,
1506,HEREFORDSHIRE,MORETON JEFFRIES,,150,20,25,,10,30,5,,,,14,3,,,,,
1507,HEREFORDSHIRE,MORETON ON LUGG,,117,35,7,,1,65,7,,,,20,3,,,,,
1508,HEREFORDSHIRE,MUCH BIRCH,,175,159,23,,10,32,,,,,36,,,,,,
1509,HEREFORDSHIRE,MUCH COWARNE,,700,150,100,,100,200,60,,,,100,2,,,,,
1510,HEREFORDSHIRE,MUCH DEWCHURCH,,420,130,107,,20,110,2,,,,72,15,,,,,
1511,HEREFORDSHIRE,OCLE PYCHARD,,209,25,24,,2,120,22,,,,20,1,,,,,
1512,HEREFORDSHIRE,ORCOP,,191,37,97,,10,35,,,6,,,5,,,,,
1513,HEREFORDSHIRE,ORLETON,,179,29,40,,6,50,27,,,,30,,,,,,
1514,HEREFORDSHIRE,PEMBRIDGE,,825,360.5,178,,63.5,274,,,134,,,,,,,,
1515,HEREFORDSHIRE,PENCOMBE,,320,20,160,,20,180,30,,,,50,10,,,,,
1516,HEREFORDSHIRE,PENCOYD,,120,31,44.5,,13,25,10.5,,,,11.5,,,,,,
1517,HEREFORDSHIRE,PETERCHURCH,,464,187.5,121,,19.25,159,0.5,,56.5,,,18.75,,,,,
1518,HEREFORDSHIRE,PETERSTOW,,198,227,,,6,40,1,,52,,,,,,,,
1519,HEREFORDSHIRE,PIXLEY,,69.5,0.5,9,,1,27.5,16.5,,,,6.5,,,,,,
1520,HEREFORDSHIRE,PUTLEY,,90,20,2,,1,14,27,,,,5,,,,,,
1521,HEREFORDSHIRE,ST DEVEREUX,,74,12,38,,26,,,,7,,,,,,,,
1522,HEREFORDSHIRE,ST WEONARDS,,497,471,76,,13,94,,,,,69,,,,,,
1523,HEREFORDSHIRE,SARNESFIELD,,109,44,33,,7,45,,,,,39,,,,,,
1524,HEREFORDSHIRE,SELLACK,,244,272,15,,10.5,53.5,,,66,,,,,,,,
1525,HEREFORDSHIRE,SOLLERS HOPE,,150.5,51,29,,3.5,21.5,10,,,,9.5,,,,,,
1526,HEREFORDSHIRE,STANFORD BISHOP,,96,8,20,,4,27,38,,15,,,,,,,,
1527,HEREFORDSHIRE,STAUNTON ON WYE,,295,108,26,,13,126,,,,,13,14,,,,,
1528,HEREFORDSHIRE,STOKE BLISS,,208,33,70,,4.5,64,16,,,,16,4,,,,,
1529,HEREFORDSHIRE,SUTTON ST MICHAEL,,98,16,7,,0.5,15,14,,3,,,3,,,,,
1530,HEREFORDSHIRE,SUTTON ST NICHOLAS,,151,5,3,,1,134,30,,,,1,2,,,,,
1531,HEREFORDSHIRE,TARRINGTON,,175,28,12,,16,50,105,,,,,,,,,,
1532,HEREFORDSHIRE,TEDSTONE DELAMERE,,151.5,15,66.5,,4,31,15.5,,,,19,,,,,,
1533,HEREFORDSHIRE,TEDSTONE WAFER,,48,1,24,,,24,1,,,,,,,,,,
1534,HEREFORDSHIRE,THORNBURY,,187,21,92,,9,47,17,,,,14,,VETCHES,7,,,
1535,HEREFORDSHIRE,TIBERTON,,196,180,,,6,60,,,,,50,,,,,,
1536,HEREFORDSHIRE,TRETIRE,,189,207,3,,2,19,,,104,,,,,,,,
1537,HEREFORDSHIRE,ULLINGSWICK,,166,,89,,2,85,3,,,,8,4,,,,,
1538,HEREFORDSHIRE,UPPER SAPEY,,200,30,102,,16,65,13,,,,15,8,,,,,
1539,HEREFORDSHIRE,UPTON BISHOP,,500,500,23,,9,112,35,,,,68,,,,,,
1540,HEREFORDSHIRE,WACTON,,104,6,31,,16,26,11,,7,,,,,,,,
1541,HEREFORDSHIRE,WALFORD,,330,280,9,,14,90,1,,,,20,,,,,,
1542,HEREFORDSHIRE,WELLINGTON,,400,80,10,,15,150,10,,,,50,10,,,,,
1543,HEREFORDSHIRE,WELSH NEWTON,,160,161,40,,8,54,,,,,8,,,,,,
1544,HEREFORDSHIRE,WEOBLEY,,345.5,118.5,56,,16,125,1,,24.5,,,24,,,,,
1545,HEREFORDSHIRE,WESTON UNDER PENYARD,,303,305,13,,27,64,5,,,,81,,,,,,
1546,HEREFORDSHIRE,WHITBOURNE,,311,39,34,,26,69,77,,,,37,4,,,,,
1547,HEREFORDSHIRE,WHITCHURCH,,163,182.5,1.5,,16,2,17,,,,,,,,,,
1548,HEREFORDSHIRE,WHITNEY,,99,29,30,,6,23.5,0.5,,7,,,1,,,,,
1549,HEREFORDSHIRE,WIGMORE,,140,80,70,,15,60,10,,,,20,,,,,,
1550,HEREFORDSHIRE,WITHINGTON,,23.5,15.5,6,,,8,8,,10,,,2.5,,,,,
1551,HEREFORDSHIRE,WOLFERLOW,,128,19,60,,7.5,40,12,,,,12,1,,,,,
1552,HEREFORDSHIRE,WORMBRIDGE,,49,20,24,,,20,,,,,4,,,,,,
1553,HEREFORDSHIRE,YARKHILL,,297,21,8,,12,101,151,,,,22,,,,,,
1554,HEREFORDSHIRE,YARPOLE,,204,25,74,,28,42,,,,,10,,,,,,
1555,HERTFORDSHIRE,ASTON,,280.5,181,219.75,,31,64,,,,,94,,,,,,
1556,HERTFORDSHIRE,HITCHIN,,927,881,586,,40,162,50,,,,359,26,VETCHES,200,,,
1557,HERTFORDSHIRE,KNEBWORTH,,376,218,220,,,62,,,,,186,,,,,,
1558,HERTFORDSHIRE,MEESDEN,,110,94,144,,,12,,,,,1,,,,,,
1559,HERTFORDSHIRE,WATTON-AT-STONE,,492,307,263,,,149,10,,157,,,7,TARES,20,,,
1560,HERTFORDSHIRE,WIDFORD,,135,130,108,,15,22,,,,,51,,,,,,
1561,HERTFORDSHIRE,WILLIAN,,32,8,25,,,,26,,,,,,,,,,
1562,HUNTINGDONSHIRE,BRAMPTON,,297,147.75,103,,1.5,,,193.75,,,100,5,,,,,
1563,HUNTINGDONSHIRE,BROUGHTON,,430,220,174,,1,,,183,,,60,35,,,,,
1564,HUNTINGDONSHIRE,HOLYWELL-CUM-NEEDINGWORTH,,241,124,100,,,16,206,,,,14,,,,,,
1565,HUNTINGDONSHIRE,HOUGHTON,,288.5,68,171,,1,15,81.5,,,,12.5,,,,,,
1566,HUNTINGDONSHIRE,NEEDINGWORTH,,,,,,,,,,,,,,,,,,SEE HOLYWELL
1567,HUNTINGDONSHIRE,OFFORD DARCEY,,180,180,120,,,,,240,20,,,,,,,,
1568,HUNTINGDONSHIRE,UPTON,,159,65,120,,,14,47,,,,,,,,,,
1569,HUNTINGDONSHIRE,WYTON,,188.5,87.5,88.5,,,15,22,,,,13,,,,,,
1570,ISLE OF WIGHT,BINSTEAD,,189,45,88,,3,17,7,,,,9,,,,,,
1571,ISLE OF WIGHT,BONCHURCH WITH SHANKLIN (CHAPELRY),,223,96,40,,2.5,21,3,,,,26,,,,,,
1572,ISLE OF WIGHT,BRIGHTSTONE,,576.25,311,158,,4.5,66.5,82.5,,,,66.5,7,,,,,
1573,ISLE OF WIGHT,BROOK,,151,63,34,,3,16,4,,,,45,3,,,,,
1574,ISLE OF WIGHT,CALBOURNE WITH NEWTOWN (CHAPELRY),,600,150,400,,5,25,15,,,,15,,,,,,
1575,ISLE OF WIGHT,CARISBROOKE,,920,332,260,,2,10,20,,,,168,,,,,,
1576,ISLE OF WIGHT,CHALE,,414.5,248.5,99,,5.5,56.5,4,,88.5,,,2,,,,,
1577,ISLE OF WIGHT,FRESHWATER,,542,246,171,,,30,21,,,,31,,,,,,
1578,ISLE OF WIGHT,GATCOMBE,,229.5,101.5,49,,4.5,24,1,,47,,,,,,,,
1579,ISLE OF WIGHT,GODSHILL,,1452,744,223,,21,203,39,,,,197,,,,,,
1580,ISLE OF WIGHT,KINGSTON,,111,84,21,,,13,2,,15,,,,,,,,
1581,ISLE OF WIGHT,MOTTISTONE,,142,165,93.5,,,20,,,,,27,,,,,,
1582,ISLE OF WIGHT,NEWCHURCH WITH RYDE (CHAPELRY),,800,460,340,,10,110,95,,,,210,10,,,,,
1583,ISLE OF WIGHT,NEWTOWN,,,,,,,,,,,,,,,,,,SEE CALBOURNE
1584,ISLE OF WIGHT,NITON,,254,205,19,,11,18,12,,,,7,,,,,,
1585,ISLE OF WIGHT,NORTHWOOD,,490,103,412,,16,36,17,,,,39,,,,,,
1586,ISLE OF WIGHT,RYDE,,,,,,,,,,,,,,,,,,SEE NEWCHURCH
1587,ISLE OF WIGHT,ST HELENS,,305.5,68,130,,3.5,46.5,19,,8,,,,,,,,
1588,ISLE OF WIGHT,ST LAWRENCE,,47,24,8,,1,6,,,,,5,,,,,,
1589,ISLE OF WIGHT,SHALFLEET,,286,102,168,,0.75,21,,,,,2,,,,,,
1590,ISLE OF WIGHT,SHANKLIN,,,,,,,,,,,,,,,,,,SEE BONCHURCH
1591,ISLE OF WIGHT,SHORWELL,,561,380,103,,2,59,36,,,,88,1,,,,,
1592,ISLE OF WIGHT,SOUTH ARRETON,,1230,670,460,,10,140,34,,,,230,,,,,,
1593,ISLE OF WIGHT,THORLEY,,262,120,117,,3,32,2,,,,34,,,,,,
1594,ISLE OF WIGHT,WHITWELL,,459,227,59,,,53,6,,20,,,,,,,,
1595,ISLE OF WIGHT,WOOTTON,,138.5,57,58,,0.5,22,8,,,,18,,,,,,
1596,KENT,ACRISE,,101,24,92,,,22,39,,,,,,,,,,
1597,KENT,ADISHAM WITH STAPLE,,507,245,209,,5,207,180,,,,77,,,,,,
1598,KENT,ALKHAM WITH CAPEL-LE-FERNE,,516.25,276.75,494,,18,80.5,100.5,,,,168,,,,,,
1599,KENT,ALKHAM I.E. POULTON EXTRA-PAROCHIAL,,94,39,81,,4,,39,,13,,,,,,,,
1600,KENT,ALLINGTON,,72,21,16,,4.5,15,25,,25.5,,,,,,,,
1601,KENT,APPLEDORE WITH EBONY,,166.75,33.5,101.75,,12,33.5,32,,,,6.75,,,,,,
1602,KENT,AYLESFORD,,352,165,204,,11.25,130,62,,,,66,7,,,,,
1603,KENT,BADLESMERE WITH LEAVELAND,,198,38,129,,1,7,71,,,,48,,,,,,
1604,KENT,BAPCHILD,,302,3,24,,1.5,66,184,,,,41.5,,,,,,
1605,KENT,BARMING,,34,14,14,,3,9,21,,,,22,,,,,,
1606,KENT,BEAKSBORNE,,91.5,86,59,,3,49,44,,,,7,,,,,,
1607,KENT,BEAUFIELD,,148.75,53,148,,1,42.5,71.5,,,,1.75,,,,,,
1608,KENT,BENENDEN,,471.5,62.75,395.25,,24.5,72.25,13.5,,,,6.25,,,,,,
1609,KENT,BETHERSDEN,,363,64,382.5,,21,54,87.5,,,,17,,,,,,
1610,KENT,BETTESHANGER,,79,73,21,,2,,14,,,,10,,,,,,
1611,KENT,BICKNOR,,116.75,5,44,,,22,11,,,,7,,,,,,
1612,KENT,BIDDENDEN,,449.25,77.5,555.5,,6,69.5,20,,,,4,,,,,,
1613,KENT,BIRCHINGTON,,,,,,,,,,,,,,,,,,SEE MONKTON
1614,KENT,BLEAN,,212,34,74,,14,41,98,,,,,,,,,,
1615,KENT,BOBBING,,206.25,29,24,,0.5,40.5,115,,,,40,2,,,,,
1616,KENT,BONNINGTON,,58.5,5,37.5,,1.75,24.5,27.5,,,,,,,,,,
1617,KENT,BORDEN,,462,91.5,114,,6.5,148,254,,,,98.5,,,,,,
1618,KENT,BOUGHTON ALUPH,,252,125,41,,3,59,135,,,,43,,,,,,
1619,KENT,BOUGHTON MALHERBE,,263.75,41.5,230.75,,6.5,44.5,105.25,,18,,,,,,,,
1620,KENT,BOUGHTON MONCHELSEA,,192.25,43,73,,6,69,39,,,,44.5,0.75,,,,,
1621,KENT,BOXLEY,,334.5,143,648.75,,30,106.75,87.5,,79.75,,,6.5,,,,,
1622,KENT,BRABOURNE WITH HORTON PRIORY,,367,109,148,,2,95,197,,,,29,,,,,,
1623,KENT,BREDGAR,,331.25,46.5,102.25,,6,102.75,80,,40.5,,,,,,,,
1624,KENT,BRENZETT,,54.5,6.25,11.75,,5,14.25,31.75,,,,1.5,,,,,,
1625,KENT,BRIDGE,,,,,,,,,,,,,,,,,,SEE PATRIXBOURNE
1626,KENT,BROOK,,72,71,11,,2,8,14,,4,,,,,,,,
1627,KENT,BROOKLAND WITH MIDLEY,,16,14.25,24.25,,10,6.5,10.5,,,,,,,,,,
1628,KENT,BUCKLAND (NEAR DOVER),,138,99,65,,2.25,4,76,,,,40,,,,,,
1629,KENT,BURMARSH,,148,3,36,,,5.5,39,,,,,,,,,,
1630,KENT,CAPEL,,,,,,,,,,,,,,,,,,SEE TUDELEY
1631,KENT,CAPEL-LE-FERNE,,,,,,,,,,,,,,,,,,SEE ALKHAM
1632,KENT,CHALLOCK,,,,,,,,,,,,,,,,,,SEE GODMERSHAM
1633,KENT,CHARING WITH EGERTON,,631,334,421,,30,102,250,,200,,,,,,,,
1634,KENT,CHART SUTTON,,250,50,100,,,70,100,,,,50,4,,,,,
1635,KENT,CHARTHAM WITH HORTON,,421,164.5,171,,10,122.5,132,,,,88,,,,,,
1636,KENT,CHELSFIELD,,500,107,352.5,,3.5,96.75,24.5,,,,182.5,15,,,,,
1637,KENT,CHERITON WITH NEWINGTON,,496,266,214,,3,166,73,,,,247,,,,,,
1638,KENT,CHEVENING,,262,68,199,,9,78,62,,,,89,14,,,,,
1639,KENT,CHIDDINGSTONE,,697,55,620,,3,102,93,,38,,,,,,,,
1640,KENT,CHILHAM,,506.25,122,269.75,,10.5,120,221,,,,143.5,,,,,,
1641,KENT,CHILLENDEN,,54,40,10,,,4,9,,13,,,,,,,,
1642,KENT,CHISELHURST,,158,57.5,157.5,,10,28,35,,23,,,6,,,,,
1643,KENT,CHISLET,,525,241,127,,8,164,417,,,,49,,,,,,
1644,KENT,COWDEN (NEAR EAST GRINSTEAD),,384.5,8.75,352.75,,5.75,53.5,18,,,,16.25,,,,,,
1645,KENT,CRANBROOK,,470,100,600,,,150,30,,,,,,,,,,
1646,KENT,CRAYFORD,,287,63,170.5,,39,237,21,,,,237,24,,,,,
1647,KENT,CRUNDALE,,155,100.5,100.5,,4.75,44.5,56,,,,38.5,,,,,,
1648,KENT,DARTFORD,,430.75,283.75,165,,16.5,256.5,68,,,,321,26,,,,,
1649,KENT,DAVINGTON,,102,,38,,,20,66,,,,25,,,,,,
1650,KENT,DEAL,,190.25,114.25,17,,33,18,79,,,,24,,,,,,
1651,KENT,DENTON,,105,34,64,,2,16,17,,,,10,,,,,,
1652,KENT,DETLING,,90,23,42,,10.5,16,15,,,,28,,,,,,
1653,KENT,DITTON,,69,46,55,,1,24,12,,53,,,,,,,,
1654,KENT,DODDINGTON,,224.25,56.75,173.25,,4.5,37,108,,,,59,,,,,,
1655,KENT,DOVER ST JAMES,,4,11,,,,,3,,,,,,,,,,
1656,KENT,DYMCHURCH,,32,,9,,7,,8,,,,,,,,,,
1657,KENT,EAST FARLEIGH,,144.25,55,84,,9.25,63,21,,,,78.5,,,,,,
1658,KENT,EAST MALLING,,227,114,117,,9,47,49,,,,122,,,,,,
1659,KENT,EAST PECKHAM,,458,82,169,,13,177,121,,80,,,,,,,,
1660,KENT,EASTCHURCH,,430,25,106,,37,119,220.5,,,,67,,,,,,
1661,KENT,EASTWELL,,60,25,21,,2.5,18,22,,,,20,,,,,,
1662,KENT,EBONY,,,,,,,,,,,,,,,,,,SEE APPLEDORE
1663,KENT,EGERTON,,,,,,,,,,,,,,,,,,SEE CHARING
1664,KENT,ELHAM,,621,362,490,,12,131,223,,63,,,,,,,,
1665,KENT,ELMLEY,,,,,,,,,,,,,,,,,,NO FIGURES
1666,KENT,ELMSTEAD,,302.25,74,247.5,,6,88.5,79.5,,36.5,,,8,,,,,
1667,KENT,ELMSTONE,,86,27,20.25,,0.25,34.75,85.25,,11.5,,,,,,,,
1668,KENT,ELTHAM,,400,45,247,,15,62,91,,,,147,30,,,,,
1669,KENT,FAIRFIELD (I.E. NEAR RYE),,21,2,6,,1,12,15.5,,,,,,,,,,
1670,KENT,FARNINGHAM,,294.25,136,112.25,,,66,27.5,,,,67,5,,,,,
1671,KENT,FAVERSHAM,,478,118,107.75,,3.25,63,380.25,,91,,,,,,,,
1672,KENT,FOLKESTONE,,482,218.5,239,,17,102.5,171,,,,133.5,,,,,,
1673,KENT,FORDWICH,,28,15,20,,5,28,18,,5,,,,,,,,
1674,KENT,FOOTS CRAY,,87,24,60,,6,20,19,,,,17,3,,,,,
1675,KENT,FRINSTED,,188,,116,,2,29,24,,,,,,,,,,
1676,KENT,FRITTENDEN,,366,26,344,,5,78,22,,2,,,,,,,,
1677,KENT,GODMERSHAM WITH CHALLOCK,,452,185,196,,17.5,82,135,,127,,,13,,,,,
1678,KENT,GOODNESTONE (I.E. NEAR FAVERSHAM),,53.5,10,12,,,14,41,,,,,,TURNIPS OR CLOVER,15,,,
1679,KENT,GOODNESTONE (I.E. NEAR WINGHAM),,272.5,216.5,97,,1,165.5,146,,,,67,,,,,,
1680,KENT,GRAVENEY,,126,43,12,,,31,76,,,,14,,,,,,
1681,KENT,GREAT CHART,,271,69,185,,4.5,54.5,111,,,,32,,,,,,
1682,KENT,GREAT MONGEHAM,,175,200.5,48,,8,43,57,,,,36.5,2.5,,,,,
1683,KENT,HACKINGTON,,171,15,51,,,52,98,,,,,,,,,,
1684,KENT,HADLOW,,493.25,101.5,260.75,,4,187,112,,,,127,,,,,,
1685,KENT,HALLING,,187,59,119,,4,65,28,,,,60,,TARES,15,,,
1686,KENT,HALSTEAD,,85.5,,103,,,19,4,,,,28,,TARES,9,,,
1687,KENT,HALSTOW,,14,10,,,,,16,,,,,,,,,,
1688,KENT,HARBLEDOWN,,294,110,43,,14,56,159,16,,,,,,,,,
1689,KENT,HASTINGLEIGH,,132,36,77.5,,9,40,42,,10,,,1,,,,,
1690,KENT,HAWKINGE,,46.25,25.5,53,,3,2,12,16,,,,,,,,,
1691,KENT,HERNE,,800,116,169,,3,169,569,,,,7,,,,,,
1692,KENT,HEVER,,301,26.5,250,,3,47,71,,,,31.75,,,,,,
1693,KENT,HIGH HALDEN,,300,25,360,,2,15,30,,,,,,,,,,
1694,KENT,HIGHAM,,240,92,198,,12,,,78,,,155,,,,,,
1695,KENT,HINXHILL,,73,44,32,,3,20,29,,,,16,,,,,,
1696,KENT,HOATH,,,,,,,,,,,,,,,,,,SEE RECULVER
1697,KENT,HORSMONDEN,,382,60,291,,13,89,44,,,,15,,,,,,
1698,KENT,HORTON,,,,,,,,,,,,,,,,,,SEE CHARTHAM
1699,KENT,HORTON PRIORY,,,,,,,,,,,,,,,,,,SEE BRABOURNE
1700,KENT,HOTHFIELD,,118.25,25.75,38.5,,4.5,32.5,62,,,,25,,,,,,
1701,KENT,HOUGHAM,,412,266,255,,16,16,144,,,,63,,,,,,
1702,KENT,HUNTON,,153.25,,,185.5,,,,29.75,63.25,,,,,,,,
1703,KENT,HYTHE,,,,,,,,,,,,,,,,,,SEE SALTWOOD
1704,KENT,ICKHAM WITH WELL,,347,196,152,,3,122,121,,,,65,,,,,,
1705,KENT,IVYCHURCH,,102.25,23.25,11,,2.25,1.5,87.5,,,,,,,,,,
1706,KENT,IWADE,,106,,18,,,9,45,,,,,,,,,,
1707,KENT,KENARDINGTON,,80.5,15,19.5,,4.5,12.75,13,,,,26,,,,,,
1708,KENT,KENNINGTON,,95,55,37,,5,20,57,,,,20,,,,,,
1709,KENT,KINGSDOWN,,72,28,31,,,25,62,,,,31,,,,,,
1710,KENT,KINGSNORTH,,288,28.5,197,,0.5,54.5,86,,,,,,,,,,
1711,KENT,KINGSTON,,336,98,110,,6,40,25.5,,,,75,,,,,,
1712,KENT,KNOCKHOLT,,133,6,213,,,10,,,12,,,,,,,,
1713,KENT,LAMBERHURST,,295,35,220,,8,60,90,,,,22,,,,,,
1714,KENT,LANGLEY,,145,,,193,5,,,,,,,,,,,,
1715,KENT,LEAVELAND,,,,,,,,,,,,,,,,,,SEE BADLESMERE
1716,KENT,LEIGH,,973,52,640,,47,315,83,,75,,,,,,,,
1717,KENT,LENHAM,,926.75,273.75,609,,33.25,162.25,258.75,,,,192.75,,,,,,
1718,KENT,LEYSDOWN,,52,1.5,2.5,,0.25,8.5,86,,,,8.5,,,,,,
1719,KENT,LINTON,,131,8,76,,4,37.5,34,,,,10,2,,,,,
1720,KENT,LITTLEBOURNE,,267,172,80,,6,112,168,,84,,,,,,,,
1721,KENT,LONGFIELD,,99,88,41,,1.25,9.5,12,,,,26.5,,,,,,
1722,KENT,LOOSE,,64.5,9.5,27,,13.25,15.25,26.5,,,,42,0.75,,,,,
1723,KENT,LOWER HARDRES,,181,47,117,,,41,60,,,,27,,,,,,
1724,KENT,LUDDENHAM,,139,18,9,,5,,106,,,,27,,,,,,
1725,KENT,LULLINGSTONE,,171,26,63,,,37,41,,,,66,,TARES,35,,,
1726,KENT,LYDDEN,,129,82,117,,,23,25,,,,31,8,,,,,
1727,KENT,LYMINGE WITH STANFORD AND PADDLESWORTH,,542.75,318,436.75,,6.75,113,195,,,,103,,,,,,
1728,KENT,LYMPNE,,303,114,121,,4,65,86,,,,108,,,,,,
1729,KENT,LYNSTED,,326,55,61,,3,27,295,,,,57,,,,,,
1730,KENT,MAIDSTONE,,,,,,,,,,,,,,,,,,NO FIGURES
1731,KENT,MARDEN,,600,60,500,,30,150,100,,,,50,,,,,,
1732,KENT,MARGATE ST JOHN,,616.5,601.5,222.75,,43.75,254.25,404.5,,,,126,,,,,,
1733,KENT,MEREWORTH,,172.25,39,76.5,,2,36.5,55.75,,,,8.5,,,,,,
1734,KENT,MERSHAM,,215,84,116.5,,6,37,106,,,,29,,,,,,
1735,KENT,MIDLEY,,,,,,,,,,,,,,,,,,SEE BROOKLAND
1736,KENT,MILSTED,,147,18,90,,11,18,28,,,,28,,,,,,
1737,KENT,MILTON (I.E. NEAR CANTERBURY),,24,30,50,,2,7,10,,,,,,,,,,
1738,KENT,MILTON (I.E. NEAR SITTINGBOURNE),,421.5,52.5,67.5,,4.5,92.5,284.5,,,,40,,,,,,
1739,KENT,MILTON (I.E. NEAR GRAVESEND),,112,5,13,,3,7,50,,40,,,,,,,,
1740,KENT,MINSTER,,710,350,260,,25,260,320,,,,130,1,,,,,
1741,KENT,MOLASH,,300.5,42,116.5,,1.5,33,110.25,,,,49,,,,,,
1742,KENT,MONCKTON WITH BIRCHINGTON,,813,818.5,339,,28.5,343,293,,261,,,,,,,,
1743,KENT,MURSTON,,223,10,60,,2,70,120,,,,50,,,,,,
1744,KENT,NACKINGTON,,166,98,36,,4,53,100,,,,46,,,,,,
1745,KENT,NEW ROMNEY,,16,1,3,,2,8.5,9,,,,2,,,,,,
1746,KENT,NEWCHURCH,,141,21.5,32,,,6,51,,,,4,,,,,,
1747,KENT,NEWENDEN,,50,10,31,,3,10,,,2,,,,,,,,
1748,KENT,NEWINGTON (I.E. NEAR FOLKESTONE),,,,,,,,,,,,,,,,,,SEE CHERITON
1749,KENT,NEWINGTON (I.E. NEAR SITTINGBOURNE),,250,30,59,,23,50,97,,,,72,,,,,,
1750,KENT,NEWNHAM,,164.25,47,167,,1,17.25,89,,,,52.25,,,,,,
1751,KENT,NONINGTON,,359.75,298.25,237,,4.75,184.5,90,,,,113.25,2,,,,,
1752,KENT,NORTH CRAY,,158,116,81.5,,11.75,40,34.5,,,,50,8,,,,,
1753,KENT,NORTHBOURNE AND SHOLDEN,,665,591,180.5,,14.75,152.75,256,,,,191.75,1,,,,,
1754,KENT,NORTHFLEET,,889.25,151,315.5,,16.75,110,353,,,,248.25,27,,,,,
1755,KENT,NORTON,,226,37,85,,,42,95,,,,32,,,,,,
1756,KENT,OARE,,89.5,25.75,10,,0.75,5.75,52,,,,5.5,,,,,,
